('二团', '怀恋翻车鱼', '术士', '头部', '复仇骨帽', '16929', '+8 法术强度', '2020-22')
('三团', '光辉神丶穗吉', '术士', '腿部', '血藤护腿', '19683', '', '2020-22')
('三团', '光辉神丶穗吉', '术士', '脚', '血藤长靴', '19684', '加速略微提升', '2020-22')
('三团', '光辉神丶穗吉', '术士', '腕部', '复仇护腕', '16934', '+9 耐力', '2020-22')
('三团', '光辉神丶穗吉', '术士', '手', '复仇手套', '16928', '', '2020-22')
('三团', '光辉神丶穗吉', '术士', '手指', '法术能量之戒', '19147', '', '2020-22')
('三团', '光辉神丶穗吉', '术士', '手指', '黑暗统御指环', '19434', '', '2020-22')
('三团', '光辉神丶穗吉', '术士', '饰品', '短暂能量护符', '18820', '', '2020-22')
('三团', '光辉神丶穗吉', '术士', '饰品', '埃雷萨拉斯皇家徽记', '18467', '', '2020-22')
('三团', '光辉神丶穗吉', '术士', '背部', '吞噬披风', '19857', '', '2020-22')
('三团', '光辉神丶穗吉', '术士', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('三团', '光辉神丶穗吉', '术士', '主手武器', '碧空之歌', '17103', '+30 法术强度', '2020-22')
('三团', '光辉神丶穗吉', '术士', '副手', '金度的厄运袋', '19891', '', '2020-22')
('三团', '光辉神丶穗吉', '术士', '远程', '混乱之触', '19861', '', '2020-22')
('三团', '更衣室摔跤', '牧师', '头部', '卓越之环', '16921', '+8 法术强度', '2020-22')
('三团', '更衣室摔跤', '牧师', '颈部', '生命项链', '18723', '', '2020-22')
('三团', '更衣室摔跤', '牧师', '肩部', '卓越肩铠', '16924', '', '2020-22')
('三团', '更衣室摔跤', '牧师', '胸部', '卓越法袍', '16923', '', '2020-22')
('三团', '更衣室摔跤', '牧师', '腰部', '预言束带', '16817', '', '2020-22')
('三团', '更衣室摔跤', '牧师', '腿部', '卓越护腿', '16922', '+8 法术强度', '2020-22')
('三团', '更衣室摔跤', '牧师', '脚', '预言之靴', '16811', '加速略微提升', '2020-22')
('三团', '更衣室摔跤', '牧师', '腕部', '卓越束腕', '16926', '', '2020-22')
('三团', '更衣室摔跤', '牧师', '手', '预言手套', '16812', '+2% 坐骑速度', '2020-22')
('三团', '更衣室摔跤', '牧师', '手指', '灼烧指环', '19140', '', '2020-22')
('三团', '更衣室摔跤', '牧师', '手指', '灼烧指环', '19140', '', '2020-22')
('三团', '更衣室摔跤', '牧师', '饰品', '石楠之环', '12930', '', '2020-22')
('三团', '更衣室摔跤', '牧师', '饰品', '埃雷萨拉斯皇家徽记', '18469', '', '2020-22')
('三团', '更衣室摔跤', '牧师', '背部', '纯净思想斗篷', '19430', '', '2020-22')
('三团', '更衣室摔跤', '牧师', '背部', '奥妮克希亚鳞片披风', '15138', '+5 所有抗性', '2020-22')
('三团', '更衣室摔跤', '牧师', '主手武器', '祈福', '18608', '+29 法术强度', '2020-22')
('三团', '更衣室摔跤', '牧师', '远程', '噬骨铁针', '13938', '', '2020-22')
('三团', '诸子百家', '牧师', '头部', '卓越之环', '16921', '+10 智力，+10 耐力，+10 全能', '2020-22')
('三团', '诸子百家', '牧师', '颈部', '启示项链', '17109', '', '2020-22')
('三团', '诸子百家', '牧师', '肩部', '赞达拉忏悔者衬肩', '19841', '+18 法术强度', '2020-22')
('三团', '诸子百家', '牧师', '衬衣', '优质布衬衣', '859', '', '2020-22')
('三团', '诸子百家', '牧师', '胸部', '预言法袍', '16815', '+100 生命值', '2020-22')
('三团', '诸子百家', '牧师', '腰部', '赞达拉忏悔者腰带', '19842', '', '2020-22')
('三团', '诸子百家', '牧师', '腿部', '卓越护腿', '16922', '+10 智力，+10 耐力，+10 全能', '2020-22')
('三团', '诸子百家', '牧师', '脚', '纯净思想长靴', '19437', '', '2020-22')
('三团', '诸子百家', '牧师', '腕部', '卓越束腕', '16926', '+13 法术强度', '2020-22')
('三团', '诸子百家', '牧师', '手', '预言手套', '16812', '+5 敏捷', '2020-22')
('三团', '诸子百家', '牧师', '手指', '纯源质指环', '19382', '', '2020-22')
('三团', '诸子百家', '牧师', '手指', '灼烧指环', '19140', '', '2020-22')
('三团', '诸子百家', '牧师', '饰品', '埃雷萨拉斯皇家徽记', '18469', '', '2020-22')
('三团', '诸子百家', '牧师', '饰品', '恢复宝石', '19395', '', '2020-22')
('三团', '诸子百家', '牧师', '背部', '野性之皮', '18510', '', '2020-22')
('三团', '诸子百家', '牧师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('三团', '诸子百家', '牧师', '主手武器', '祈福', '18608', '+29 法术强度', '2020-22')
('三团', '诸子百家', '牧师', '远程', '噬骨铁针', '13938', '', '2020-22')
('三团', '凝冰', '圣骑士', '头部', '审判头冠', '16955', '', '2020-22')
('三团', '凝冰', '圣骑士', '颈部', '生命项链', '18723', '', '2020-22')
('三团', '凝冰', '圣骑士', '肩部', '狂野肩铠', '18810', '+5 火焰抗性', '2020-22')
('三团', '凝冰', '圣骑士', '衬衣', '优质布衬衣', '859', '', '2020-22')
('三团', '凝冰', '圣骑士', '胸部', '波动长袍', '19145', '+100 法力值', '2020-22')
('三团', '凝冰', '圣骑士', '腰部', '燃魔腰带', '19136', '', '2020-22')
('三团', '凝冰', '圣骑士', '腰部', '熔火犬皮腰带', '19162', '', '2020-22')
('三团', '凝冰', '圣骑士', '腿部', '强能护腿', '19385', '+10 躲闪，+10 耐力，+10 智力', '2020-22')
('三团', '凝冰', '圣骑士', '脚', '和平守护者长靴', '20265', '', '2020-22')
('三团', '凝冰', '圣骑士', '腕部', '近卫臂甲', '13969', '+13 法术强度', '2020-22')
('三团', '凝冰', '圣骑士', '手', '和平守护者护手', '20264', '+10 急速', '2020-22')
('三团', '凝冰', '圣骑士', '手指', '红木之环', '13178', '', '2020-22')
('三团', '凝冰', '圣骑士', '手指', '始祖徽记', '19863', '', '2020-22')
('三团', '凝冰', '圣骑士', '饰品', '复苏之风', '11819', '', '2020-22')
('三团', '凝冰', '圣骑士', '饰品', '赞达拉英雄护符', '19950', '', '2020-22')
('三团', '凝冰', '圣骑士', '饰品', '心灵之流', '18371', '', '2020-22')
('三团', '凝冰', '圣骑士', '饰品', '盲目光芒卷轴', '19343', '', '2020-22')
('三团', '凝冰', '圣骑士', '背部', '野性之皮', '18510', '+7 火焰抗性', '2020-22')
('三团', '凝冰', '圣骑士', '背部', '奥妮克希亚鳞片披风', '15138', '+5 火焰抗性', '2020-22')
('三团', '凝冰', '圣骑士', '主手武器', '光环石锤', '17105', '+29 法术强度', '2020-22')
('三团', '凝冰', '圣骑士', '副手', '娅尔罗的巫毒棒', '19922', '', '2020-22')
('三团', '凝冰', '圣骑士', '副手', '生命花环', '19312', '', '2020-22')
('三团', '凝冰', '圣骑士', '远程', '埃根的冲击器', '13289', '', '2020-22')
('三团', '凝冰', '圣骑士', '公会徽章', '公会徽章', '5976', '', '2020-22')
('三团', '风骚的脚毛', '战士', '头部', '狮心头盔', '12640', '+8 力量', '2020-22')
('三团', '风骚的脚毛', '战士', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('三团', '风骚的脚毛', '战士', '肩部', '龙爪肩铠', '19394', '+15 攻击强度', '2020-22')
('三团', '风骚的脚毛', '战士', '肩部', '黑色龙鳞护肩', '15051', '+5 火焰抗性', '2020-22')
('三团', '风骚的脚毛', '战士', '胸部', '野蛮角斗士链甲', '11726', '+4 所有属性', '2020-22')
('三团', '风骚的脚毛', '战士', '胸部', '黑色龙鳞胸甲', '15050', '', '2020-22')
('三团', '风骚的脚毛', '战士', '腰部', '冲击束带', '19137', '', '2020-22')
('三团', '风骚的脚毛', '战士', '腿部', '深渊皮甲护腿', '20665', '+8 力量', '2020-22')
('三团', '风骚的脚毛', '战士', '腿部', '黑色龙鳞护腿', '15052', '', '2020-22')
('三团', '风骚的脚毛', '战士', '脚', '血链战靴', '14616', '加速略微提升', '2020-22')
('三团', '风骚的脚毛', '战士', '脚', '黑色龙鳞战靴', '16984', '', '2020-22')
('三团', '风骚的脚毛', '战士', '腕部', '稳固护腕', '19146', '+9 力量', '2020-22')
('三团', '风骚的脚毛', '战士', '手', '烈焰守卫护手', '19143', '+7 敏捷', '2020-22')
('三团', '风骚的脚毛', '战士', '手指', '迅击戒指', '18821', '', '2020-22')
('三团', '风骚的脚毛', '战士', '手指', '胡里奥指环', '19325', '', '2020-22')
('三团', '风骚的脚毛', '战士', '饰品', '正义之手', '11815', '', '2020-22')
('三团', '风骚的脚毛', '战士', '饰品', '钻石水瓶', '20130', '', '2020-22')
('三团', '风骚的脚毛', '战士', '饰品', '龙牙饰物', '19406', '', '2020-22')
('三团', '风骚的脚毛', '战士', '饰品', '龙牙饰物', '19406', '', '2020-22')
('三团', '风骚的脚毛', '战士', '饰品', '闪耀徽章', '2802', '', '2020-22')
('三团', '风骚的脚毛', '战士', '饰品', '正义之手', '11815', '', '2020-22')
('三团', '风骚的脚毛', '战士', '背部', '祖利安虎皮披风', '19907', '+3 敏捷', '2020-22')
('三团', '风骚的脚毛', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-22')
('三团', '风骚的脚毛', '战士', '主手武器', '放血者维斯卡格', '17075', '十字军', '2020-22')
('三团', '风骚的脚毛', '战士', '副手', '残忍利刃', '18832', '十字军', '2020-22')
('三团', '风骚的脚毛', '战士', '远程', '速射强弓', '17069', '', '2020-22')
('三团', '窗边的哈大哥', '牧师', '头部', '卓越之环', '16921', '+8 法术强度', '2020-22')
('三团', '窗边的哈大哥', '牧师', '颈部', '生命项链', '18723', '', '2020-22')
('三团', '窗边的哈大哥', '牧师', '肩部', '预言衬肩', '16816', '', '2020-22')
('三团', '窗边的哈大哥', '牧师', '衬衣', '橙色魔纹衬衣', '10056', '', '2020-22')
('三团', '窗边的哈大哥', '牧师', '胸部', '预言法袍', '16815', '+3 所有属性', '2020-22')
('三团', '窗边的哈大哥', '牧师', '腰部', '预言束带', '16817', '', '2020-22')
('三团', '窗边的哈大哥', '牧师', '腰部', '火喉之握', '19400', '', '2020-22')
('三团', '窗边的哈大哥', '牧师', '腿部', '卓越护腿', '16922', '+10 智力，+10 耐力，+10 全能', '2020-22')
('三团', '窗边的哈大哥', '牧师', '脚', '卓越长靴', '16919', '', '2020-22')
('三团', '窗边的哈大哥', '牧师', '脚', '预言之靴', '16811', '+5 全能', '2020-22')
('三团', '窗边的哈大哥', '牧师', '腕部', '预言臂甲', '16819', '+7 耐力', '2020-22')
('三团', '窗边的哈大哥', '牧师', '手', '预言手套', '16812', '', '2020-22')
('三团', '窗边的哈大哥', '牧师', '手指', '弗丁徽记之戒', '16058', '', '2020-22')
('三团', '窗边的哈大哥', '牧师', '手指', '纯源质指环', '19382', '', '2020-22')
('三团', '窗边的哈大哥', '牧师', '饰品', '复苏之风', '11819', '', '2020-22')
('三团', '窗边的哈大哥', '牧师', '饰品', '石楠之环', '12930', '', '2020-22')
('三团', '窗边的哈大哥', '牧师', '饰品', '埃雷萨拉斯皇家徽记', '18469', '', '2020-22')
('三团', '窗边的哈大哥', '牧师', '背部', '纯净思想斗篷', '19430', '', '2020-22')
('三团', '窗边的哈大哥', '牧师', '背部', '奥妮克希亚鳞片披风', '15138', '+70 护甲', '2020-22')
('三团', '窗边的哈大哥', '牧师', '主手武器', '祈福', '18608', '+29 法术强度', '2020-22')
('三团', '窗边的哈大哥', '牧师', '远程', '精华收集者', '19435', '', '2020-22')
('三团', '逆蝶', '牧师', '头部', '卓越之环', '16921', '', '2020-22')
('三团', '逆蝶', '牧师', '颈部', '启示项链', '17109', '', '2020-22')
('三团', '逆蝶', '牧师', '肩部', '预言衬肩', '16816', '', '2020-22')
('三团', '逆蝶', '牧师', '胸部', '预言法袍', '16815', '+100 生命值', '2020-22')
('三团', '逆蝶', '牧师', '腰部', '无尽潜能腰带', '22716', '', '2020-22')
('三团', '逆蝶', '牧师', '腿部', '卓越护腿', '16922', '', '2020-22')
('三团', '逆蝶', '牧师', '脚', '卓越长靴', '16919', '', '2020-22')
('三团', '逆蝶', '牧师', '腕部', '卓越束腕', '16926', '', '2020-22')
('三团', '逆蝶', '牧师', '手', '预言手套', '16812', '', '2020-22')
('三团', '逆蝶', '牧师', '手指', '灼烧指环', '19140', '', '2020-22')
('三团', '逆蝶', '牧师', '手指', '黑石之戒', '19397', '', '2020-22')
('三团', '逆蝶', '牧师', '饰品', '龙鳞碎片', '17064', '', '2020-22')
('三团', '逆蝶', '牧师', '饰品', '埃雷萨拉斯皇家徽记', '18469', '', '2020-22')
('三团', '逆蝶', '牧师', '背部', '纯净思想斗篷', '19430', '', '2020-22')
('三团', '逆蝶', '牧师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('三团', '逆蝶', '牧师', '主手武器', '祈福', '18608', '+29 法术强度', '2020-22')
('三团', '逆蝶', '牧师', '远程', '精华收集者', '19435', '', '2020-22')
('三团', '枫沄', '术士', '头部', '妖术师头巾', '19886', '+8 法术强度', '2020-22')
('三团', '枫沄', '术士', '颈部', '火焰之王的项圈', '18814', '', '2020-22')
('三团', '枫沄', '术士', '肩部', '复仇肩铠', '16932', '', '2020-22')
('三团', '枫沄', '术士', '胸部', '血藤外套', '19682', '', '2020-22')
('三团', '枫沄', '术士', '腰部', '复仇腰带', '16933', '', '2020-22')
('三团', '枫沄', '术士', '腿部', '血藤护腿', '19683', '+8 法术强度', '2020-22')
('三团', '枫沄', '术士', '脚', '血藤长靴', '19684', '', '2020-22')
('三团', '枫沄', '术士', '腕部', '复仇护腕', '16934', '', '2020-22')
('三团', '枫沄', '术士', '手', '淡血手套', '19929', '', '2020-22')
('三团', '枫沄', '术士', '手指', '惩戒指环', '22721', '', '2020-22')
('三团', '枫沄', '术士', '手指', '黑暗统御指环', '19434', '', '2020-22')
('三团', '枫沄', '术士', '饰品', '短暂能量护符', '18820', '', '2020-22')
('三团', '枫沄', '术士', '饰品', '奈萨里奥之泪', '19379', '', '2020-22')
('三团', '枫沄', '术士', '背部', '哈卡莱崇拜者披风', '22711', '', '2020-22')
('三团', '枫沄', '术士', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('三团', '枫沄', '术士', '主手武器', '碧空之歌', '17103', '+30 法术强度', '2020-22')
('三团', '枫沄', '术士', '副手', '暗影力量宝典', '19309', '', '2020-22')
('三团', '枫沄', '术士', '远程', '噬骨铁针', '13938', '', '2020-22')
('三团', '风中叮咛', '圣骑士', '头部', '审判头冠', '16955', '', '2020-22')
('三团', '风中叮咛', '圣骑士', '颈部', '生命项链', '18723', '', '2020-22')
('三团', '风中叮咛', '圣骑士', '肩部', '狂野肩铠', '18810', '', '2020-22')
('三团', '风中叮咛', '圣骑士', '衬衣', '杉德尔船长的衬衣', '3342', '', '2020-22')
('三团', '风中叮咛', '圣骑士', '胸部', '波动长袍', '19145', '+50 生命值', '2020-22')
('三团', '风中叮咛', '圣骑士', '腰部', '熔火犬皮腰带', '19162', '', '2020-22')
('三团', '风中叮咛', '圣骑士', '腿部', '强能护腿', '19385', '+8 法术强度', '2020-22')
('三团', '风中叮咛', '圣骑士', '脚', '审判马靴', '16957', '+7 耐力', '2020-22')
('三团', '风中叮咛', '圣骑士', '腕部', '近卫臂甲', '13969', '+5 智力', '2020-22')
('三团', '风中叮咛', '圣骑士', '手', '和平守护者护手', '20264', '', '2020-22')
('三团', '风中叮咛', '圣骑士', '手指', '弗丁徽记之戒', '16058', '', '2020-22')
('三团', '风中叮咛', '圣骑士', '手指', '屠龙者的徽记', '18403', '', '2020-22')
('三团', '风中叮咛', '圣骑士', '饰品', '埃雷萨拉斯皇家徽记', '18472', '', '2020-22')
('三团', '风中叮咛', '圣骑士', '饰品', '石楠之环', '12930', '', '2020-22')
('三团', '风中叮咛', '圣骑士', '背部', '野性之皮', '18510', '', '2020-22')
('三团', '风中叮咛', '圣骑士', '背部', '奥妮克希亚鳞片披风', '15138', '+70 护甲', '2020-22')
('三团', '风中叮咛', '圣骑士', '主手武器', '碧空之歌', '17103', '+29 法术强度', '2020-22')
('三团', '风中叮咛', '圣骑士', '副手', '红龙防护者', '19348', '+7 耐力', '2020-22')
('三团', '风中叮咛', '圣骑士', '远程', '埃根的冲击器', '13289', '', '2020-22')
('三团', '执刀护伊人', '盗贼', '头部', '血牙头巾', '16908', '+8 敏捷', '2020-22')
('三团', '执刀护伊人', '盗贼', '头部', '夜幕杀手头巾', '16821', '', '2020-22')
