('二团', '血染胸毛', '盗贼', '头部', '血牙头巾', '16908', '+14 攻击强度，+12 躲闪', '2020-20')
('三团', '甯妃菡', '德鲁伊', '腿部', '怒风腿甲', '16901', '+8 法术强度', '2020-20')
('三团', '甯妃菡', '德鲁伊', '脚', '纯净思想长靴', '19437', '', '2020-20')
('三团', '甯妃菡', '德鲁伊', '腕部', '怒风护腕', '16904', '+13 法术强度', '2020-20')
('三团', '甯妃菡', '德鲁伊', '手', '怒风护手', '16899', '', '2020-20')
('三团', '甯妃菡', '德鲁伊', '手指', '首领指环', '19920', '', '2020-20')
('三团', '甯妃菡', '德鲁伊', '手指', '始祖徽记', '19863', '', '2020-20')
('三团', '甯妃菡', '德鲁伊', '饰品', '龙鳞碎片', '17064', '', '2020-20')
('三团', '甯妃菡', '德鲁伊', '饰品', '石楠之环', '12930', '', '2020-20')
('三团', '甯妃菡', '德鲁伊', '饰品', '埃雷萨拉斯皇家徽记', '18470', '', '2020-20')
('三团', '甯妃菡', '德鲁伊', '背部', '野性之皮', '18510', '', '2020-20')
('三团', '甯妃菡', '德鲁伊', '背部', '纯净思想斗篷', '19430', '', '2020-20')
('三团', '甯妃菡', '德鲁伊', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('三团', '甯妃菡', '德鲁伊', '主手武器', '金度的妖器', '19890', '+29 法术强度', '2020-20')
('三团', '甯妃菡', '德鲁伊', '副手', '生命花环', '19312', '', '2020-20')
('三团', '上海一九四三', '法师', '头部', '密苏达尔，夺魂者的头饰', '19375', '+18 法术强度，+8 爆击', '2020-20')
('三团', '上海一九四三', '法师', '颈部', '火焰之王的项圈', '18814', '', '2020-20')
('三团', '上海一九四三', '法师', '肩部', '灵风衬肩', '16917', '+5 所有抗性', '2020-20')
('三团', '上海一九四三', '法师', '衬衣', '黑丝衬衣', '4333', '', '2020-20')
('三团', '上海一九四三', '法师', '胸部', '波动长袍', '19145', '+4 所有属性', '2020-20')
('三团', '上海一九四三', '法师', '腰部', '燃魔腰带', '19136', '', '2020-20')
('三团', '上海一九四三', '法师', '腿部', '灵风短裤', '16915', '+18 法术强度，+8 爆击', '2020-20')
('三团', '上海一九四三', '法师', '脚', '灵风长靴', '16912', '+5 全能', '2020-20')
('三团', '上海一九四三', '法师', '腕部', '奥术精准护腕', '19374', '+7 智力', '2020-20')
('三团', '上海一九四三', '法师', '手', '灵风手套', '16913', '+2% 坐骑速度', '2020-20')
('三团', '上海一九四三', '法师', '手指', '专注指环', '19403', '', '2020-20')
('三团', '上海一九四三', '法师', '手指', '屠龙者的徽记', '18403', '', '2020-20')
('三团', '上海一九四三', '法师', '饰品', '短暂能量护符', '18820', '', '2020-20')
('三团', '上海一九四三', '法师', '饰品', '奈萨里奥之泪', '19379', '', '2020-20')
('三团', '上海一九四三', '法师', '背部', '龙王披风', '19378', '+5 所有抗性', '2020-20')
('三团', '上海一九四三', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '+5 所有抗性', '2020-20')
('三团', '上海一九四三', '法师', '主手武器', '统御法杖', '18842', '+30 法术强度', '2020-20')
('三团', '上海一九四三', '法师', '远程', '噬骨铁针', '13938', '', '2020-20')
('三团', '上海一九四三', '法师', '公会徽章', '雷矛军服', '19032', '', '2020-20')
('三团', '娘丶册比', '盗贼', '头部', '血牙头巾', '16908', '+14 攻击强度，+12 躲闪', '2020-20')
('三团', '娘丶册比', '盗贼', '头部', '熔铸头盔', '16983', '+20 火焰抗性', '2020-20')
('三团', '娘丶册比', '盗贼', '颈部', '赞达拉暗影大师坠饰', '19617', '', '2020-20')
('三团', '娘丶册比', '盗贼', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('三团', '娘丶册比', '盗贼', '肩部', '赞达拉狂妄者衬肩', '19835', '+15 攻击强度', '2020-20')
('三团', '娘丶册比', '盗贼', '胸部', '血牙胸甲', '16905', '+4 所有属性', '2020-20')
('三团', '娘丶册比', '盗贼', '腰部', '紧绷的龙皮腰带', '19396', '', '2020-20')
('三团', '娘丶册比', '盗贼', '腰部', '夜幕杀手腰带', '16827', '', '2020-20')
('三团', '娘丶册比', '盗贼', '腿部', '血牙短裤', '16909', '+14 攻击强度，+12 躲闪', '2020-20')
('三团', '娘丶册比', '盗贼', '脚', '骑士中尉的皮甲便鞋', '23285', '+7 敏捷', '2020-20')
('三团', '娘丶册比', '盗贼', '脚', '夜幕杀手长靴', '16824', '+7 敏捷', '2020-20')
('三团', '娘丶册比', '盗贼', '脚', '熔岩犬皮靴', '16982', '+7 耐力', '2020-20')
('三团', '娘丶册比', '盗贼', '腕部', '血牙护腕', '16911', '+9 力量', '2020-20')
('三团', '娘丶册比', '盗贼', '腕部', '灰鳞护臂', '11764', '+9 耐力', '2020-20')
('三团', '娘丶册比', '盗贼', '手', '骑士中尉的皮甲手套', '23284', '+7 敏捷', '2020-20')
('三团', '娘丶册比', '盗贼', '手', '古代熔火皮手套', '18823', '+7 敏捷', '2020-20')
('三团', '娘丶册比', '盗贼', '手', '夜幕杀手手套', '16826', '+7 敏捷', '2020-20')
('三团', '娘丶册比', '盗贼', '手指', '巨魔族长徽记', '19898', '', '2020-20')
('三团', '娘丶册比', '盗贼', '手指', '巨魔族长指环', '19925', '', '2020-20')
('三团', '娘丶册比', '盗贼', '饰品', '正义之手', '11815', '', '2020-20')
('三团', '娘丶册比', '盗贼', '饰品', '闪耀徽章', '2802', '', '2020-20')
('三团', '娘丶册比', '盗贼', '饰品', '黑手饰物', '13965', '', '2020-20')
('三团', '娘丶册比', '盗贼', '饰品', '毒性图腾', '19342', '', '2020-20')
('三团', '娘丶册比', '盗贼', '饰品', '埃雷萨拉斯皇家徽记', '18465', '', '2020-20')
('三团', '娘丶册比', '盗贼', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-20')
('三团', '娘丶册比', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '+5 所有抗性', '2020-20')
('三团', '娘丶册比', '盗贼', '主手武器', '多彩之剑', '19352', '十字军', '2020-20')
('三团', '娘丶册比', '盗贼', '主手武器', '毁灭之刃', '18816', '+5 武器伤害', '2020-20')
('三团', '娘丶册比', '盗贼', '副手', '残忍利刃', '18832', '十字军', '2020-20')
('三团', '娘丶册比', '盗贼', '副手', '熔火犬牙', '18805', '十字军', '2020-20')
('三团', '娘丶册比', '盗贼', '远程', '古拉巴什矮人摧毁者', '19853', '瞄准镜（+7 伤害）', '2020-20')
('三团', '哇犀利', '法师', '头部', '灵风头冠', '16914', '+8 法术强度', '2020-20')
('三团', '哇犀利', '法师', '头部', '奥术师头冠', '16795', '+20 火焰抗性', '2020-20')
('三团', '哇犀利', '法师', '颈部', '暗月宝珠', '19426', '', '2020-20')
('三团', '哇犀利', '法师', '颈部', '龙火护符', '16309', '', '2020-20')
('三团', '哇犀利', '法师', '肩部', '少校的丝质衬肩', '23319', '+5 所有抗性', '2020-20')
('三团', '哇犀利', '法师', '肩部', '光芒衬肩', '16980', '+5 火焰抗性', '2020-20')
('三团', '哇犀利', '法师', '衬衣', '优质布衬衣', '859', '', '2020-20')
('三团', '哇犀利', '法师', '胸部', '灵风长袍', '16916', '+4 所有属性', '2020-20')
('三团', '哇犀利', '法师', '腰部', '燃魔腰带', '19136', '', '2020-20')
('三团', '哇犀利', '法师', '腰部', '奥术师腰带', '16802', '', '2020-20')
('三团', '哇犀利', '法师', '腿部', '奥术师护腿', '16796', '+8 法术强度', '2020-20')
('三团', '哇犀利', '法师', '腿部', '光芒护腿', '19165', '+20 火焰抗性', '2020-20')
('三团', '哇犀利', '法师', '脚', '骑士中尉的丝质便鞋', '23291', '加速略微提升', '2020-20')
('三团', '哇犀利', '法师', '腕部', '奥术精准护腕', '19374', '+7 智力', '2020-20')
('三团', '哇犀利', '法师', '手', '淡血手套', '19929', '', '2020-20')
('三团', '哇犀利', '法师', '手', '光芒手套', '16979', '', '2020-20')
('三团', '哇犀利', '法师', '手指', '法术能量之戒', '19147', '', '2020-20')
('三团', '哇犀利', '法师', '手指', '屠龙者的徽记', '18403', '', '2020-20')
('三团', '哇犀利', '法师', '手指', '铁炉堡歌唱石', '12543', '', '2020-20')
('三团', '哇犀利', '法师', '手指', '盘蛇戒指', '11977', '', '2020-20')
('三团', '哇犀利', '法师', '饰品', '赞达拉英雄护符', '19950', '', '2020-20')
('三团', '哇犀利', '法师', '饰品', '闪耀徽章', '2802', '', '2020-20')
('三团', '哇犀利', '法师', '饰品', '石楠之环', '12930', '', '2020-20')
('三团', '哇犀利', '法师', '背部', '萨菲隆斗篷', '17078', '+5 所有抗性', '2020-20')
('三团', '哇犀利', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-20')
('三团', '哇犀利', '法师', '主手武器', '暗影之翼', '19355', '+30 法术强度', '2020-20')
('三团', '哇犀利', '法师', '远程', '噬骨铁针', '13938', '', '2020-20')
('三团', '哇犀利', '法师', '远程', '赤红震荡者', '17077', '', '2020-20')
('三团', '夏夜灵', '猎人', '头部', '巨龙追猎者头盔', '16939', '+8 敏捷', '2020-20')
('三团', '夏夜灵', '猎人', '颈部', '普瑞斯托的阴谋饰物', '19377', '', '2020-20')
('三团', '夏夜灵', '猎人', '肩部', '巨龙追猎者肩甲', '16937', '', '2020-20')
('三团', '夏夜灵', '猎人', '衬衣', '杉德尔船长的衬衣', '3342', '', '2020-20')
('三团', '夏夜灵', '猎人', '胸部', '巨龙追猎者胸甲', '16942', '+4 所有属性', '2020-20')
('三团', '夏夜灵', '猎人', '腰部', '巨龙追猎者腰带', '16936', '', '2020-20')
('三团', '夏夜灵', '猎人', '腿部', '巨龙追猎者腿甲', '16938', '+24 远程攻击强度，+10 耐力，+1% 命中几率', '2020-20')
('三团', '夏夜灵', '猎人', '脚', '巨龙追猎者胫甲', '16941', '+7 敏捷', '2020-20')
('三团', '夏夜灵', '猎人', '腕部', '巨龙追猎者护腕', '16935', '', '2020-20')
('三团', '夏夜灵', '猎人', '手', '巨龙追猎者护手', '16940', '+7 敏捷', '2020-20')
('三团', '夏夜灵', '猎人', '手指', '胡里奥指环', '19325', '', '2020-20')
('三团', '夏夜灵', '猎人', '手指', '黯淡的精灵戒指', '18500', '', '2020-20')
('三团', '夏夜灵', '猎人', '饰品', '赞达拉英雄勋章', '19949', '', '2020-20')
('三团', '夏夜灵', '猎人', '饰品', '黑手饰物', '13965', '', '2020-20')
('三团', '夏夜灵', '猎人', '背部', '环雾披风', '17102', '', '2020-20')
('三团', '夏夜灵', '猎人', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('三团', '夏夜灵', '猎人', '主手武器', '残忍利刃', '18832', '+15 敏捷', '2020-20')
('三团', '夏夜灵', '猎人', '副手', '熔火犬牙', '18805', '+15 敏捷', '2020-20')
('三团', '夏夜灵', '猎人', '远程', '伦鲁迪洛尔，上古守护者的长弓', '18713', '瞄准镜（+7 伤害）', '2020-20')
('三团', '千千一千千', '术士', '头部', '密苏达尔，夺魂者的头饰', '19375', '+18 法术强度，+10 耐力', '2020-20')
('三团', '千千一千千', '术士', '颈部', '火焰之王的项圈', '18814', '', '2020-20')
('三团', '千千一千千', '术士', '肩部', '大师衬肩', '10253', '+18 法术强度', '2020-20')
('三团', '千千一千千', '术士', '衬衣', '红色亚麻衬衣', '2575', '', '2020-20')
('三团', '千千一千千', '术士', '胸部', '血藤外套', '19682', '+100 法力值', '2020-20')
('三团', '千千一千千', '术士', '腰部', '燃魔腰带', '19136', '', '2020-20')
('三团', '千千一千千', '术士', '腿部', '血藤护腿', '19683', '+18 法术强度，+10 耐力', '2020-20')
('三团', '千千一千千', '术士', '脚', '血藤长靴', '19684', '加速略微提升', '2020-20')
('三团', '千千一千千', '术士', '腕部', '奥术精准护腕', '19374', '+7 智力', '2020-20')
('三团', '千千一千千', '术士', '手', '黑焰手套', '19407', '+5 剥皮', '2020-20')
('三团', '千千一千千', '术士', '手指', '法术能量之戒', '19147', '', '2020-20')
('三团', '千千一千千', '术士', '手指', '法术能量之戒', '19147', '', '2020-20')
('三团', '千千一千千', '术士', '饰品', '赞达拉英雄护符', '19950', '', '2020-20')
('三团', '千千一千千', '术士', '饰品', '石楠之环', '12930', '', '2020-20')
('三团', '千千一千千', '术士', '背部', '吞噬披风', '19857', '', '2020-20')
('三团', '千千一千千', '术士', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('三团', '千千一千千', '术士', '主手武器', '碧空之歌', '17103', '+30 法术强度', '2020-20')
('三团', '千千一千千', '术士', '副手', '暗影力量宝典', '19309', '', '2020-20')
('三团', '千千一千千', '术士', '远程', '混乱之触', '19861', '', '2020-20')
('三团', '更衣室摔跤', '牧师', '头部', '卓越之环', '16921', '+8 法术强度', '2020-20')
('三团', '更衣室摔跤', '牧师', '颈部', '生命项链', '18723', '', '2020-20')
('三团', '更衣室摔跤', '牧师', '肩部', '预言衬肩', '16816', '+5 火焰抗性', '2020-20')
('三团', '更衣室摔跤', '牧师', '胸部', '卓越法袍', '16923', '', '2020-20')
('三团', '更衣室摔跤', '牧师', '腰部', '预言束带', '16817', '', '2020-20')
('三团', '更衣室摔跤', '牧师', '腿部', '卓越护腿', '16922', '+8 法术强度', '2020-20')
('三团', '更衣室摔跤', '牧师', '脚', '预言之靴', '16811', '加速略微提升', '2020-20')
('三团', '更衣室摔跤', '牧师', '腕部', '预言臂甲', '16819', '+5 智力', '2020-20')
('三团', '更衣室摔跤', '牧师', '手', '预言手套', '16812', '+2% 坐骑速度', '2020-20')
('三团', '更衣室摔跤', '牧师', '手指', '灼烧指环', '19140', '', '2020-20')
('三团', '更衣室摔跤', '牧师', '手指', '灼烧指环', '19140', '', '2020-20')
('三团', '更衣室摔跤', '牧师', '饰品', '石楠之环', '12930', '', '2020-20')
('三团', '更衣室摔跤', '牧师', '饰品', '埃雷萨拉斯皇家徽记', '18469', '', '2020-20')
('三团', '更衣室摔跤', '牧师', '背部', '萨菲隆斗篷', '17078', '+5 所有抗性', '2020-20')
('三团', '更衣室摔跤', '牧师', '背部', '奥妮克希亚鳞片披风', '15138', '+5 所有抗性', '2020-20')
('三团', '更衣室摔跤', '牧师', '主手武器', '祈福', '18608', '+29 法术强度', '2020-20')
('三团', '更衣室摔跤', '牧师', '远程', '噬骨铁针', '13938', '', '2020-20')
('三团', '未找到目标', '德鲁伊', '头部', '怒风头巾', '16900', '', '2020-20')
('三团', '未找到目标', '德鲁伊', '颈部', '生命项链', '18723', '', '2020-20')
('三团', '未找到目标', '德鲁伊', '肩部', '狂野肩铠', '18810', '', '2020-20')
('三团', '未找到目标', '德鲁伊', '胸部', '怒风胸甲', '16897', '', '2020-20')
('三团', '未找到目标', '德鲁伊', '腰部', '熔火犬皮腰带', '19162', '', '2020-20')
('三团', '未找到目标', '德鲁伊', '腰部', '安格莉丝塔之握', '19388', '', '2020-20')
('三团', '未找到目标', '德鲁伊', '腿部', '怒风腿甲', '16901', '加固（+40 护甲）', '2020-20')
('三团', '未找到目标', '德鲁伊', '脚', '怒风长靴', '16898', '', '2020-20')
('三团', '未找到目标', '德鲁伊', '腕部', '怒风护腕', '16904', '+13 法术强度', '2020-20')
('三团', '未找到目标', '德鲁伊', '手', '怒风护手', '16899', '', '2020-20')
('三团', '未找到目标', '德鲁伊', '手指', '萨弗拉斯指环', '19138', '', '2020-20')
('三团', '未找到目标', '德鲁伊', '手指', '铁炉堡歌唱石', '12543', '', '2020-20')
('三团', '未找到目标', '德鲁伊', '饰品', '石楠之环', '12930', '', '2020-20')
('三团', '未找到目标', '德鲁伊', '饰品', '埃雷萨拉斯皇家徽记', '18470', '', '2020-20')
('三团', '未找到目标', '德鲁伊', '背部', '纯净思想斗篷', '19430', '', '2020-20')
('三团', '未找到目标', '德鲁伊', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('三团', '未找到目标', '德鲁伊', '主手武器', '统御法杖', '18842', '+30 法术强度', '2020-20')
('三团', '爆炸头望春风', '法师', '头部', '灵风头冠', '16914', '+8 法术强度', '2020-20')
('三团', '爆炸头望春风', '法师', '头部', '奥术师头冠', '16795', '+8 法术强度', '2020-20')
('三团', '爆炸头望春风', '法师', '颈部', '火焰之王的项圈', '18814', '', '2020-20')
('三团', '爆炸头望春风', '法师', '肩部', '北地衬肩', '11782', '', '2020-20')
('三团', '爆炸头望春风', '法师', '肩部', '光芒衬肩', '16980', '+5 火焰抗性', '2020-20')
('三团', '爆炸头望春风', '法师', '肩部', '奥术师衬肩', '16797', '', '2020-20')
('三团', '爆炸头望春风', '法师', '衬衣', '体面的白衬衣', '4334', '', '2020-20')
